ad_id,date,spend,impressions,clicks,installs,CTR,CPI,CPM,CPC,CVR,thumbstop_rate,hold_rate,completion_rate,card_swipe_rate,last_card_reach_rate,video_plays_25pct,video_plays_75pct,avg_play_time_sec,likes,comments,shares,saves
ad_012,2026-05-05,135.65,15999,230,37,0.01438,3.6662,8.4785,0.5898,0.16087,,,,0.3515,0.1690,,,,,,,
ad_012,2026-05-06,148.80,20763,293,47,0.01411,3.1660,7.1668,0.5079,0.16041,,,,0.3296,0.1666,,,,,,,
ad_012,2026-05-07,139.52,15364,216,33,0.01406,4.2280,9.0812,0.6459,0.15278,,,,0.3084,0.1999,,,,,,,
ad_012,2026-05-08,125.82,13259,184,28,0.01388,4.4937,9.4898,0.6838,0.15217,,,,0.3324,0.1692,,,,,,,
ad_012,2026-05-09,128.91,16346,204,29,0.01248,4.4450,7.8861,0.6319,0.14216,,,,0.3523,0.1628,,,,,,,
ad_012,2026-05-10,131.73,16361,226,32,0.01381,4.1165,8.0513,0.5829,0.14159,,,,0.3365,0.1714,,,,,,,
ad_012,2026-05-11,137.29,18354,236,41,0.01286,3.3485,7.4801,0.5817,0.17373,,,,0.3747,0.1732,,,,,,,
ad_012,2026-05-12,132.71,15960,223,35,0.01397,3.7918,8.3153,0.5951,0.15695,,,,0.3342,0.1405,,,,,,,
ad_012,2026-05-13,138.84,17147,243,35,0.01417,3.9668,8.0969,0.5713,0.14403,,,,0.3198,0.1387,,,,,,,
ad_012,2026-05-14,129.71,16270,216,31,0.01328,4.1843,7.9725,0.6005,0.14352,,,,0.2913,0.1553,,,,,,,
ad_012,2026-05-15,143.63,15615,189,28,0.01210,5.1298,9.1985,0.7600,0.14815,,,,0.2974,0.1479,,,,,,,
ad_012,2026-05-16,124.68,14078,177,26,0.01257,4.7953,8.8562,0.7044,0.14689,,,,0.3223,0.1489,,,,,,,
ad_012,2026-05-17,118.43,14359,169,22,0.01177,5.3830,8.2475,0.7007,0.13018,,,,0.3294,0.1585,,,,,,,
ad_012,2026-05-18,145.66,15433,164,24,0.01063,6.0690,9.4380,0.8881,0.14634,,,,0.2790,0.1481,,,,,,,
ad_012,2026-05-19,127.15,15849,211,26,0.01331,4.8905,8.0228,0.6026,0.12322,,,,0.3129,0.1483,,,,,,,
ad_012,2026-05-20,154.96,16949,193,27,0.01139,5.7392,9.1426,0.8029,0.13990,,,,0.2832,0.1449,,,,,,,
ad_012,2026-05-21,116.29,12152,135,18,0.01111,6.4607,9.5699,0.8614,0.13333,,,,0.2742,0.1428,,,,,,,
ad_012,2026-05-22,139.33,15087,160,24,0.01061,5.8056,9.2354,0.8708,0.15000,,,,0.2654,0.1263,,,,,,,
ad_012,2026-05-23,109.03,13700,151,20,0.01102,5.4513,7.9582,0.7220,0.13245,,,,0.2604,0.1472,,,,,,,
ad_012,2026-05-24,137.98,13589,150,17,0.01104,8.1162,10.1535,0.9198,0.11333,,,,0.2727,0.1397,,,,,,,
ad_012,2026-05-25,168.99,17633,203,26,0.01151,6.4995,9.5835,0.8324,0.12808,,,,0.3107,0.1395,,,,,,,
ad_012,2026-05-26,139.36,15112,170,22,0.01125,6.3344,9.2216,0.8197,0.12941,,,,0.2514,0.1466,,,,,,,
ad_012,2026-05-27,143.17,18202,217,26,0.01192,5.5067,7.8658,0.6598,0.11982,,,,0.2789,0.1358,,,,,,,
ad_012,2026-05-28,141.37,15007,163,21,0.01086,6.7320,9.4205,0.8673,0.12883,,,,0.2765,0.1203,,,,,,,
ad_012,2026-05-29,152.02,19302,197,25,0.01021,6.0810,7.8761,0.7717,0.12690,,,,0.2751,0.1279,,,,,,,
ad_013,2026-03-01,44.30,4808,123,17,0.02558,2.6058,9.2135,0.3602,0.13821,0.3371,0.4728,0.5435,,,1151,534,19.43,,,,
ad_013,2026-03-02,59.35,6590,153,24,0.02322,2.4729,9.0061,0.3879,0.15686,0.3641,0.4399,0.5958,,,1665,699,18.27,,,,
ad_013,2026-03-03,63.81,6789,145,20,0.02136,3.1907,9.3997,0.4401,0.13793,0.4156,0.5282,0.5780,,,1946,902,21.00,,,,
ad_013,2026-03-04,65.28,6709,166,24,0.02474,2.7199,9.7298,0.3932,0.14458,0.3425,0.4940,0.6057,,,1742,760,18.49,,,,
ad_013,2026-03-05,66.57,6132,142,22,0.02316,3.0261,10.8569,0.4688,0.15493,0.3413,0.4801,0.6075,,,1622,781,20.04,,,,
ad_013,2026-03-06,59.24,6835,165,25,0.02414,2.3694,8.6666,0.3590,0.15152,0.3701,0.4529,0.6123,,,1983,905,18.69,,,,
ad_013,2026-03-07,57.78,7148,184,25,0.02574,2.3113,8.0838,0.3140,0.13587,0.3412,0.4931,0.6462,,,1887,830,19.51,,,,
ad_013,2026-03-08,56.38,6626,142,21,0.02143,2.6848,8.5089,0.3970,0.14789,0.3493,0.5077,0.5673,,,1777,744,20.19,,,,
ad_013,2026-03-09,61.52,6518,161,23,0.02470,2.6748,9.4387,0.3821,0.14286,0.3635,0.5187,0.5897,,,1821,889,20.60,,,,
ad_013,2026-03-10,66.57,6881,167,26,0.02427,2.5603,9.6741,0.3986,0.15569,0.3501,0.5148,0.6301,,,1867,778,20.27,,,,
ad_013,2026-03-11,78.50,7424,175,27,0.02357,2.9073,10.5736,0.4486,0.15429,0.3488,0.5152,0.6093,,,2018,876,21.64,,,,
ad_013,2026-03-12,80.61,9181,247,36,0.02690,2.2392,8.7804,0.3264,0.14575,0.3496,0.5028,0.5953,,,2502,1039,20.27,,,,
ad_013,2026-03-13,79.16,7252,194,30,0.02675,2.6385,10.9151,0.4080,0.15464,0.3512,0.4929,0.6493,,,2146,1038,19.90,,,,
ad_013,2026-03-14,52.97,5437,140,21,0.02575,2.5226,9.7432,0.3784,0.15000,0.3517,0.4605,0.5672,,,1396,629,17.18,,,,
ad_013,2026-03-15,73.70,7097,177,25,0.02494,2.9482,10.3853,0.4164,0.14124,0.4024,0.5503,0.6014,,,1857,835,21.58,,,,
ad_013,2026-03-16,77.22,7435,211,36,0.02838,2.1449,10.3855,0.3660,0.17062,0.3483,0.5476,0.5398,,,2050,915,21.65,,,,
ad_013,2026-03-17,88.99,9708,248,41,0.02555,2.1706,9.1671,0.3588,0.16532,0.3873,0.5516,0.5864,,,2773,1355,20.08,,,,
ad_013,2026-03-18,94.68,9852,234,40,0.02375,2.3671,9.6106,0.4046,0.17094,0.3819,0.5257,0.6211,,,2646,1188,20.88,,,,
ad_013,2026-03-19,95.52,9047,233,37,0.02575,2.5817,10.5585,0.4100,0.15880,0.3387,0.5167,0.6321,,,2572,1317,20.66,,,,
ad_013,2026-03-20,85.54,7729,183,31,0.02368,2.7594,11.0677,0.4674,0.16940,0.3498,0.5430,0.5966,,,2177,991,19.56,,,,
ad_013,2026-03-21,73.10,7457,171,30,0.02293,2.4365,9.8024,0.4275,0.17544,0.3278,0.4802,0.5705,,,2148,1086,18.95,,,,
ad_013,2026-03-22,61.77,6433,162,22,0.02518,2.8079,9.6026,0.3813,0.13580,0.3885,0.4894,0.6807,,,1663,777,19.23,,,,
ad_013,2026-03-23,81.67,7702,224,40,0.02908,2.0418,10.6040,0.3646,0.17857,0.3753,0.4948,0.6356,,,2006,913,20.38,,,,
ad_013,2026-03-24,89.24,8311,233,38,0.02804,2.3483,10.7370,0.3830,0.16309,0.3845,0.5219,0.6315,,,2166,1070,19.36,,,,
ad_013,2026-03-25,112.33,13395,323,49,0.02411,2.2925,8.3862,0.3478,0.15170,0.3662,0.4892,0.6712,,,3360,1291,18.49,,,,
ad_013,2026-03-26,101.59,11590,335,48,0.02890,2.1164,8.7650,0.3032,0.14328,0.3692,0.5489,0.5711,,,2995,1450,20.99,,,,
ad_013,2026-03-27,112.15,13218,326,56,0.02466,2.0027,8.4848,0.3440,0.17178,0.3461,0.5218,0.5678,,,3975,1747,19.93,,,,
ad_013,2026-03-28,76.14,7781,212,30,0.02725,2.5381,9.7859,0.3592,0.14151,0.3694,0.4960,0.5799,,,1995,824,20.34,,,,
ad_013,2026-03-29,88.06,8661,230,33,0.02656,2.6686,10.1679,0.3829,0.14348,0.3663,0.5369,0.6344,,,2286,1094,23.17,,,,
ad_013,2026-03-30,114.24,11824,372,61,0.03146,1.8729,9.6621,0.3071,0.16398,0.3286,0.5040,0.5647,,,2924,1380,18.90,,,,
ad_013,2026-03-31,100.28,11205,338,56,0.03017,1.7907,8.9496,0.2967,0.16568,0.3574,0.4723,0.6219,,,2795,1265,19.83,,,,
ad_013,2026-04-01,98.68,9095,248,42,0.02727,2.3496,10.8501,0.3979,0.16935,0.3373,0.5448,0.6017,,,2434,1135,21.21,,,,
ad_013,2026-04-02,127.96,14734,400,64,0.02715,1.9994,8.6849,0.3199,0.16000,0.4281,0.4815,0.6324,,,3788,1682,18.97,,,,
ad_013,2026-04-03,120.88,13422,401,72,0.02988,1.6788,9.0058,0.3014,0.17955,0.3865,0.5558,0.6335,,,4195,1988,22.80,,,,
ad_013,2026-04-04,93.78,10730,309,48,0.02880,1.9538,8.7404,0.3035,0.15534,0.4026,0.5141,0.6113,,,3081,1595,21.74,,,,
ad_013,2026-04-05,85.56,8226,239,37,0.02905,2.3125,10.4016,0.3580,0.15481,0.3516,0.5232,0.6544,,,2211,989,18.36,,,,
ad_013,2026-04-06,119.54,14808,481,70,0.03248,1.7078,8.0730,0.2485,0.14553,0.3764,0.5800,0.5923,,,4171,2090,20.31,,,,
ad_013,2026-04-07,110.66,11695,359,65,0.03070,1.7024,9.4619,0.3082,0.18106,0.4167,0.5597,0.6043,,,3441,1651,22.77,,,,
ad_013,2026-04-08,100.68,10524,292,52,0.02775,1.9361,9.5662,0.3448,0.17808,0.3700,0.5792,0.6024,,,3168,1775,23.32,,,,
ad_013,2026-04-09,90.00,9447,275,44,0.02911,2.0454,9.5264,0.3273,0.16000,0.3971,0.5630,0.6322,,,2667,1291,20.59,,,,
ad_013,2026-04-10,107.55,11317,392,79,0.03464,1.3613,9.5031,0.2744,0.20153,0.4181,0.5281,0.6227,,,3511,1563,21.32,,,,
ad_013,2026-04-11,86.82,9343,281,50,0.03008,1.7364,9.2925,0.3090,0.17794,0.4100,0.4797,0.6829,,,2913,1381,19.85,,,,
ad_013,2026-04-12,78.57,7524,219,36,0.02911,2.1824,10.4421,0.3587,0.16438,0.4317,0.5109,0.6427,,,2304,1065,20.54,,,,
ad_013,2026-04-13,112.14,11549,336,60,0.02909,1.8690,9.7102,0.3338,0.17857,0.3934,0.5856,0.6706,,,3135,1581,23.69,,,,
ad_013,2026-04-14,114.24,12335,336,64,0.02724,1.7850,9.2615,0.3400,0.19048,0.4119,0.5098,0.6275,,,3523,1701,20.59,,,,
ad_013,2026-04-15,97.13,11356,324,66,0.02853,1.4717,8.5535,0.2998,0.20370,0.4582,0.5436,0.6086,,,3404,1522,22.84,,,,
ad_013,2026-04-16,114.66,12330,343,63,0.02782,1.8200,9.2990,0.3343,0.18367,0.3993,0.5619,0.6509,,,3124,1481,20.99,,,,
ad_013,2026-04-17,107.18,9497,282,49,0.02969,2.1874,11.2861,0.3801,0.17376,0.3879,0.5737,0.6354,,,2513,1279,22.92,,,,
ad_013,2026-04-18,86.93,9050,253,39,0.02796,2.2289,9.6050,0.3436,0.15415,0.3978,0.5326,0.6812,,,2480,1136,21.02,,,,
ad_013,2026-04-19,99.55,11146,345,62,0.03095,1.6057,8.9317,0.2886,0.17971,0.3891,0.5797,0.6029,,,3166,1582,24.27,,,,
ad_013,2026-04-20,81.02,8639,239,42,0.02767,1.9291,9.3785,0.3390,0.17573,0.3826,0.5536,0.6355,,,2501,1122,22.37,,,,
ad_013,2026-04-21,89.62,9895,307,58,0.03103,1.5452,9.0574,0.2919,0.18893,0.3592,0.5135,0.6568,,,2818,1340,19.01,,,,
ad_013,2026-04-22,124.49,12705,375,73,0.02952,1.7053,9.7984,0.3320,0.19467,0.4091,0.5068,0.5560,,,3725,1543,19.64,,,,
ad_013,2026-04-23,112.83,10609,326,63,0.03073,1.7910,10.6355,0.3461,0.19325,0.3869,0.5779,0.6237,,,3053,1542,22.22,,,,
ad_013,2026-04-24,103.37,11142,307,64,0.02755,1.6152,9.2777,0.3367,0.20847,0.3965,0.5612,0.6156,,,2887,1476,21.69,,,,
ad_013,2026-04-25,83.34,8128,261,48,0.03211,1.7363,10.2537,0.3193,0.18391,0.3893,0.5354,0.6454,,,2243,1250,19.67,,,,
ad_013,2026-04-26,107.06,10361,317,63,0.03060,1.6994,10.3331,0.3377,0.19874,0.4195,0.6023,0.6228,,,3182,1478,24.29,,,,
ad_013,2026-04-27,122.54,14038,437,84,0.03113,1.4588,8.7293,0.2804,0.19222,0.4012,0.5640,0.6094,,,4002,1830,22.77,,,,
ad_013,2026-04-28,103.14,12431,385,72,0.03097,1.4324,8.2966,0.2679,0.18701,0.3738,0.5520,0.6630,,,4084,2009,21.76,,,,
ad_013,2026-04-29,97.45,10155,306,59,0.03013,1.6518,9.5966,0.3185,0.19281,0.3596,0.5292,0.6143,,,2903,1312,21.38,,,,
ad_013,2026-04-30,102.65,10011,330,63,0.03296,1.6294,10.2538,0.3111,0.19091,0.4119,0.6073,0.6582,,,3071,1444,25.67,,,,
ad_013,2026-05-01,115.55,12381,384,73,0.03102,1.5829,9.3329,0.3009,0.19010,0.4334,0.5899,0.6180,,,3816,2074,22.57,,,,
ad_013,2026-05-02,92.34,10613,363,74,0.03420,1.2478,8.7005,0.2544,0.20386,0.3898,0.5550,0.6509,,,3061,1716,21.08,,,,
ad_013,2026-05-03,90.61,9809,339,64,0.03456,1.4158,9.2373,0.2673,0.18879,0.4172,0.5370,0.6043,,,2615,1423,21.24,,,,
ad_013,2026-05-04,105.18,10536,375,81,0.03559,1.2986,9.9834,0.2805,0.21600,0.4417,0.5936,0.6488,,,3000,1456,23.15,,,,
ad_013,2026-05-05,111.39,11141,371,76,0.03330,1.4657,9.9986,0.3003,0.20485,0.4012,0.5304,0.6225,,,2884,1483,20.31,,,,
ad_013,2026-05-06,98.28,8530,267,54,0.03130,1.8200,11.5217,0.3681,0.20225,0.4287,0.5474,0.6627,,,2564,1378,21.20,,,,
ad_013,2026-05-07,121.39,11808,361,68,0.03057,1.7852,10.2805,0.3363,0.18837,0.4382,0.5810,0.6429,,,3624,1953,22.62,,,,
ad_013,2026-05-08,111.02,13700,508,99,0.03708,1.1214,8.1038,0.2185,0.19488,0.4536,0.5553,0.5985,,,3903,2269,20.87,,,,
ad_013,2026-05-09,90.59,10064,373,71,0.03706,1.2759,9.0013,0.2429,0.19035,0.3869,0.5433,0.6605,,,3023,1573,19.51,,,,
ad_013,2026-05-10,90.61,9411,331,64,0.03517,1.4158,9.6282,0.2737,0.19335,0.4713,0.5547,0.6563,,,2977,1625,22.43,,,,
ad_013,2026-05-11,120.10,13976,467,91,0.03341,1.3197,8.5931,0.2572,0.19486,0.3908,0.5786,0.6706,,,4423,2242,22.82,,,,
ad_013,2026-05-12,93.73,9760,348,75,0.03566,1.2497,9.6033,0.2693,0.21552,0.4459,0.6126,0.6814,,,2835,1353,22.58,,,,
ad_013,2026-05-13,102.68,10437,388,76,0.03718,1.3510,9.8379,0.2646,0.19588,0.4550,0.5757,0.6376,,,2809,1311,20.50,,,,
ad_013,2026-05-14,120.20,16093,568,114,0.03529,1.0544,7.4693,0.2116,0.20070,0.4479,0.5256,0.6134,,,4644,2364,20.79,,,,
ad_013,2026-05-15,97.77,11471,395,88,0.03443,1.1110,8.5232,0.2475,0.22278,0.4270,0.5326,0.6166,,,3561,1792,22.16,,,,
ad_013,2026-05-16,93.77,10868,354,68,0.03257,1.3789,8.6279,0.2649,0.19209,0.4046,0.5873,0.7120,,,2768,1373,22.73,,,,
ad_013,2026-05-17,96.91,12527,411,83,0.03281,1.1676,7.7359,0.2358,0.20195,0.4264,0.5437,0.6907,,,3684,1833,21.98,,,,
ad_013,2026-05-18,113.97,11179,397,86,0.03551,1.3252,10.1947,0.2871,0.21662,0.4268,0.5993,0.6751,,,3271,1618,23.78,,,,
ad_013,2026-05-19,100.17,10752,339,67,0.03153,1.4951,9.3165,0.2955,0.19764,0.4140,0.5615,0.7004,,,3151,1732,22.05,,,,
ad_013,2026-05-20,124.66,14772,506,103,0.03425,1.2103,8.4389,0.2464,0.20356,0.4389,0.5176,0.6771,,,3998,2104,20.92,,,,
ad_013,2026-05-21,93.18,9976,346,82,0.03468,1.1363,9.3404,0.2693,0.23699,0.4150,0.5930,0.6947,,,2865,1503,24.16,,,,
ad_013,2026-05-22,114.16,11998,447,102,0.03726,1.1192,9.5149,0.2554,0.22819,0.4297,0.5896,0.7200,,,3165,1793,20.64,,,,
ad_013,2026-05-23,91.65,8897,311,65,0.03496,1.4100,10.3016,0.2947,0.20900,0.3808,0.5926,0.6562,,,2500,1323,24.04,,,,
ad_013,2026-05-24,78.30,7898,297,62,0.03760,1.2629,9.9136,0.2636,0.20875,0.4294,0.6130,0.6483,,,2386,1272,24.50,,,,
ad_013,2026-05-25,107.93,10561,399,85,0.03778,1.2697,10.2194,0.2705,0.21303,0.4646,0.5305,0.6506,,,3200,1541,20.25,,,,
ad_013,2026-05-26,98.84,10023,310,65,0.03093,1.5207,9.8616,0.3188,0.20968,0.4411,0.5690,0.6914,,,2671,1523,21.85,,,,
ad_013,2026-05-27,114.29,11856,452,87,0.03812,1.3137,9.6397,0.2529,0.19248,0.4295,0.6232,0.6852,,,3726,2003,25.63,,,,
ad_013,2026-05-28,121.31,12048,398,92,0.03303,1.3186,10.0690,0.3048,0.23116,0.4095,0.6002,0.6558,,,3473,2104,23.54,,,,
ad_013,2026-05-29,100.57,9577,346,75,0.03613,1.3409,10.5009,0.2907,0.21676,0.4802,0.5524,0.6709,,,2993,1543,22.93,,,,
ad_014,2026-03-01,43.57,5195,70,7,0.01347,6.2244,8.3870,0.6224,0.10000,,,,,,,,,15,1,3,2
ad_014,2026-03-02,49.99,5066,72,7,0.01421,7.1412,9.8674,0.6943,0.09722,,,,,,,,,14,1,3,1
ad_014,2026-03-03,48.50,4859,76,9,0.01564,5.3890,9.9816,0.6382,0.11842,,,,,,,,,15,1,3,1
ad_014,2026-03-04,51.47,6205,92,10,0.01483,5.1475,8.2957,0.5595,0.10870,,,,,,,,,17,1,3,2
ad_014,2026-03-05,51.09,6406,98,12,0.01530,4.2575,7.9753,0.5213,0.12245,,,,,,,,,21,1,4,3
ad_014,2026-03-06,56.82,6257,94,11,0.01502,5.1651,9.0804,0.6044,0.11702,,,,,,,,,18,1,3,1
ad_014,2026-03-07,54.42,5841,73,8,0.01250,6.8027,9.3172,0.7455,0.10959,,,,,,,,,16,1,3,2
ad_014,2026-03-08,54.49,5761,86,10,0.01493,5.4490,9.4584,0.6336,0.11628,,,,,,,,,19,1,4,2
ad_014,2026-03-09,57.15,6452,89,10,0.01379,5.7148,8.8574,0.6421,0.11236,,,,,,,,,18,1,3,1
ad_014,2026-03-10,56.50,6838,95,11,0.01389,5.1365,8.2629,0.5948,0.11579,,,,,,,,,23,1,4,2
ad_014,2026-03-11,62.80,7687,124,14,0.01613,4.4859,8.1700,0.5065,0.11290,,,,,,,,,30,2,5,3
ad_014,2026-03-12,62.40,6972,117,14,0.01678,4.4574,8.9506,0.5334,0.11966,,,,,,,,,21,1,4,3
ad_014,2026-03-13,65.89,7785,128,16,0.01644,4.1184,8.4644,0.5148,0.12500,,,,,,,,,21,1,4,2
ad_014,2026-03-14,54.76,6330,98,10,0.01548,5.4755,8.6501,0.5587,0.10204,,,,,,,,,20,1,4,2
ad_014,2026-03-15,54.34,6639,92,11,0.01386,4.9404,8.1857,0.5907,0.11957,,,,,,,,,21,1,3,1
ad_014,2026-03-16,67.67,7366,115,14,0.01561,4.8337,9.1870,0.5884,0.12174,,,,,,,,,26,1,4,2
ad_014,2026-03-17,67.04,7770,130,16,0.01673,4.1898,8.6276,0.5157,0.12308,,,,,,,,,31,2,6,3
ad_014,2026-03-18,80.43,8464,129,16,0.01524,5.0268,9.5025,0.6235,0.12403,,,,,,,,,28,1,4,3
ad_014,2026-03-19,63.12,6902,104,13,0.01507,4.8552,9.1448,0.6069,0.12500,,,,,,,,,25,1,4,3
ad_014,2026-03-20,80.11,7823,109,13,0.01393,6.1626,10.2408,0.7350,0.11927,,,,,,,,,20,1,4,1
ad_014,2026-03-21,63.85,6969,85,10,0.01220,6.3848,9.1616,0.7511,0.11765,,,,,,,,,17,1,3,1
ad_014,2026-03-22,61.26,6674,110,12,0.01648,5.1049,9.1787,0.5569,0.10909,,,,,,,,,21,1,3,2
ad_014,2026-03-23,78.84,7788,117,14,0.01502,5.6315,10.1235,0.6739,0.11966,,,,,,,,,28,2,4,3
ad_014,2026-03-24,60.10,8625,142,18,0.01646,3.3387,6.9677,0.4232,0.12676,,,,,,,,,26,1,5,2
ad_014,2026-03-25,67.73,8101,119,14,0.01469,4.8378,8.3606,0.5692,0.11765,,,,,,,,,22,2,4,2
ad_014,2026-03-26,78.90,7710,117,14,0.01518,5.6354,10.2330,0.6743,0.11966,,,,,,,,,22,1,4,2
ad_014,2026-03-27,83.99,10306,147,18,0.01426,4.6660,8.1495,0.5713,0.12245,,,,,,,,,33,2,7,3
ad_014,2026-03-28,75.08,9006,153,16,0.01699,4.6927,8.3369,0.4907,0.10458,,,,,,,,,31,2,7,3
ad_014,2026-03-29,73.93,9618,159,18,0.01653,4.1075,7.6871,0.4650,0.11321,,,,,,,,,36,2,8,3
ad_014,2026-03-30,93.82,11074,182,24,0.01643,3.9094,8.4725,0.5155,0.13187,,,,,,,,,43,2,9,5
ad_014,2026-03-31,84.01,9500,160,18,0.01684,4.6670,8.8427,0.5250,0.11250,,,,,,,,,34,2,6,3
ad_014,2026-04-01,83.18,8451,139,17,0.01645,4.8930,9.8427,0.5984,0.12230,,,,,,,,,30,3,7,2
ad_014,2026-04-02,83.55,9660,167,22,0.01729,3.7979,8.6494,0.5003,0.13174,,,,,,,,,35,2,7,3
ad_014,2026-04-03,109.34,11763,194,25,0.01649,4.3737,9.2955,0.5636,0.12887,,,,,,,,,32,2,5,3
ad_014,2026-04-04,77.52,10170,167,19,0.01642,4.0799,7.6222,0.4642,0.11377,,,,,,,,,29,2,5,3
ad_014,2026-04-05,82.52,8971,159,17,0.01772,4.8541,9.1984,0.5190,0.10692,,,,,,,,,35,2,6,4
ad_014,2026-04-06,100.70,11563,195,27,0.01686,3.7296,8.7088,0.5164,0.13846,,,,,,,,,41,3,8,4
ad_014,2026-04-07,88.44,9925,176,22,0.01773,4.0198,8.9104,0.5025,0.12500,,,,,,,,,34,2,7,4
ad_014,2026-04-08,97.45,10870,200,27,0.01840,3.6094,8.9654,0.4873,0.13500,,,,,,,,,42,3,9,4
ad_014,2026-04-09,76.09,7805,138,19,0.01768,4.0046,9.7484,0.5514,0.13768,,,,,,,,,31,2,5,2
ad_014,2026-04-10,111.05,12796,235,32,0.01837,3.4702,8.6781,0.4725,0.13617,,,,,,,,,58,3,11,4
ad_014,2026-04-11,82.34,8701,142,18,0.01632,4.5747,9.4637,0.5799,0.12676,,,,,,,,,28,2,5,3
ad_014,2026-04-12,84.12,9795,164,19,0.01674,4.4274,8.5881,0.5129,0.11585,,,,,,,,,34,2,6,4
ad_014,2026-04-13,105.42,11486,188,23,0.01637,4.5835,9.1781,0.5607,0.12234,,,,,,,,,37,2,6,3
ad_014,2026-04-14,80.05,8918,146,18,0.01637,4.4472,8.9761,0.5483,0.12329,,,,,,,,,34,2,7,2
ad_014,2026-04-15,82.78,9711,176,25,0.01812,3.3112,8.5244,0.4703,0.14205,,,,,,,,,36,2,8,3
ad_014,2026-04-16,96.58,10405,166,22,0.01595,4.3898,9.2816,0.5818,0.13253,,,,,,,,,39,3,6,4
ad_014,2026-04-17,83.25,9673,181,28,0.01871,2.9731,8.6060,0.4599,0.15470,,,,,,,,,39,2,8,4
ad_014,2026-04-18,77.52,9502,152,21,0.01600,3.6912,8.1579,0.5100,0.13816,,,,,,,,,28,2,5,3
ad_014,2026-04-19,65.92,8129,137,18,0.01685,3.6623,8.1094,0.4812,0.13139,,,,,,,,,27,1,6,3
ad_014,2026-04-20,100.80,10146,192,28,0.01892,3.5999,9.9348,0.5250,0.14583,,,,,,,,,47,3,8,6
ad_014,2026-04-21,89.68,10190,180,25,0.01766,3.5870,8.8004,0.4982,0.13889,,,,,,,,,45,2,9,4
ad_014,2026-04-22,72.91,7177,132,21,0.01839,3.4719,10.1587,0.5523,0.15909,,,,,,,,,28,2,4,3
ad_014,2026-04-23,93.14,10992,201,29,0.01829,3.2119,8.4739,0.4634,0.14428,,,,,,,,,43,3,9,5
ad_014,2026-04-24,87.06,9214,144,19,0.01563,4.5819,9.4482,0.6046,0.13194,,,,,,,,,30,1,5,3
ad_014,2026-04-25,72.28,7690,134,20,0.01743,3.6142,9.3998,0.5394,0.14925,,,,,,,,,27,2,6,2
ad_014,2026-04-26,86.84,8928,166,20,0.01859,4.3421,9.7270,0.5232,0.12048,,,,,,,,,28,2,5,3
ad_014,2026-04-27,89.45,9704,189,28,0.01948,3.1945,9.2174,0.4733,0.14815,,,,,,,,,39,2,7,5
ad_014,2026-04-28,94.91,10192,197,29,0.01933,3.2726,9.3118,0.4818,0.14721,,,,,,,,,40,2,8,4
ad_014,2026-04-29,89.07,9026,182,28,0.02016,3.1811,9.8684,0.4894,0.15385,,,,,,,,,39,3,7,4
ad_014,2026-04-30,91.38,9872,191,30,0.01935,3.0461,9.2569,0.4785,0.15707,,,,,,,,,46,3,7,4
ad_014,2026-05-01,88.31,9176,188,27,0.02049,3.2708,9.6242,0.4697,0.14362,,,,,,,,,42,2,6,4
ad_014,2026-05-02,80.39,7920,149,21,0.01881,3.8280,10.1499,0.5395,0.14094,,,,,,,,,35,2,5,3
ad_014,2026-05-03,70.67,8525,160,22,0.01877,3.2123,8.2897,0.4417,0.13750,,,,,,,,,34,2,7,3
ad_014,2026-05-04,94.82,10350,208,30,0.02010,3.1607,9.1615,0.4559,0.14423,,,,,,,,,53,4,8,5
ad_014,2026-05-05,82.97,7907,158,24,0.01998,3.4570,10.4930,0.5251,0.15190,,,,,,,,,34,3,6,4
ad_014,2026-05-06,89.52,10510,248,37,0.02360,2.4194,8.5174,0.3610,0.14919,,,,,,,,,47,3,8,5
ad_014,2026-05-07,77.12,7956,154,23,0.01936,3.3530,9.6931,0.5008,0.14935,,,,,,,,,34,2,7,3
ad_014,2026-05-08,103.72,9596,204,33,0.02126,3.1430,10.8085,0.5084,0.16176,,,,,,,,,37,2,7,4
ad_014,2026-05-09,62.56,7701,179,26,0.02324,2.4061,8.1235,0.3495,0.14525,,,,,,,,,36,3,6,4
ad_014,2026-05-10,63.17,7012,153,22,0.02182,2.8715,9.0092,0.4129,0.14379,,,,,,,,,28,2,5,3
ad_014,2026-05-11,75.43,6940,146,22,0.02104,3.4285,10.8685,0.5166,0.15068,,,,,,,,,33,2,7,4
ad_014,2026-05-12,113.88,12503,256,36,0.02048,3.1633,9.1082,0.4448,0.14062,,,,,,,,,54,3,7,5
ad_014,2026-05-13,97.19,9899,191,28,0.01929,3.4710,9.8180,0.5088,0.14660,,,,,,,,,39,2,7,4
ad_014,2026-05-14,82.88,8880,175,30,0.01971,2.7625,9.3329,0.4736,0.17143,,,,,,,,,38,3,9,4
ad_014,2026-05-15,85.17,9232,185,28,0.02004,3.0416,9.2251,0.4604,0.15135,,,,,,,,,37,3,8,3
ad_014,2026-05-16,84.92,8707,191,28,0.02194,3.0327,9.7525,0.4446,0.14660,,,,,,,,,34,2,6,4
ad_014,2026-05-17,63.35,6341,116,16,0.01829,3.9595,9.9908,0.5461,0.13793,,,,,,,,,23,2,5,3
ad_014,2026-05-18,88.42,10770,232,37,0.02154,2.3897,8.2098,0.3811,0.15948,,,,,,,,,46,3,7,5
